StadiumTrackmanCSV : Sheet1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1/1/2024,42:57.5,1,2,"Cain, Matt",7900,Right,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,7,Top,0,0,1,Curveball,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.65996,-0.51261,-1.28616,2334.934,53.38473,7:45,5.98655,1.53698,5.36104,-43.8622,-4.28921,-7.33575,1.85055,-0.28061,78.27927,-8.45576,-2.59221,0.452762,,,,,,,,,,,,3.36138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1/1/2024,43:16.6,1,3,"Cain, Matt",7900,Right,SFG,"Wilhelm, Hoyt",1371,Right,NYG,Undefined,7,Top,0,0,2,Curveball,Slider,InPlay,Undefined,GroundBall,Out,1,0,,85.40757,-1.06401,-2.22379,2266.618,34.12874,7:15,6.06354,1.73538,5.33843,-44.3814,-5.22292,-4.35843,1.36606,-0.71506,78.69426,-9.08856,-2.99915,0.450385,46.23653,-75.1151,66.92142,,,,,3.38487,3.25426,18.83615,0.026546,1.58118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,1/1/2024,43:46.3,2,1,"Cain, Matt",7900,Right,SFG,"Jackson, Travis",246,Right,NYG,Undefined,7,Top,1,0,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,99.52446,-0.89049,-2.99656,2472.905,215.0999,1:15,6.21624,1.52294,6.00348,-11.3252,16.88532,11.21749,4.44622,-0.32116,90.43305,-3.08718,-0.98279,0.382276,,,,,,,,,,,,-6.58402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,1/1/2024,44:00.0,2,2,"Cain, Matt",7900,Right,SFG,"Jackson, Travis",246,Right,NYG,Undefined,7,Top,1,1,0,Fastball,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,98.88095,-1.81576,-2.43127,2276.331,211.5124,1:00,6.13386,1.76734,5.88019,-12.1719,16.46446,9.53052,3.43121,0.30235,90.17842,-4.15284,-0.72299,0.385151,,,,,,,,,,,,-5.53815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1/1/2024,44:15.3,2,3,"Cain, Matt",7900,Right,SFG,"Jackson, Travis",246,Right,NYG,Undefined,7,Top,1,1,1,Curveball,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.2446,-0.58155,-2.25921,2330.819,31.35798,7:00,6.09737,1.81359,5.44063,-44.9372,-5.78796,-4.26213,1.80763,-0.65807,78.47753,-8.72922,-3.01854,0.450332,,,,,,,,,,,,1.52106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,1/1/2024,44:30.6,2,4,"Cain, Matt",7900,Right,SFG,"Jackson, Travis",246,Right,NYG,Undefined,7,Top,1,1,2,Curveball,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,84.78342,0.188706,-1.33438,2359.819,62.64916,8:00,6.07091,1.73263,5.39342,-42.1041,-2.80681,-7.5952,2.73914,-0.15106,78.44053,-7.45581,-2.68613,0.451183,,,,,,,,,,,,3.49221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1/1/2024,44:59.1,3,1,"Cain, Matt",7900,Right,SFG,"Connor, Roger",8363,Left,NYG,Undefined,7,Top,2,0,0,ChangeUp,Changeup,BallinDirt,Undefined,Undefined,Undefined,0,0,,87.38327,-3.07345,-4.71889,1393.418,268.2782,3:00,5.86443,2.11292,5.50762,-35.7831,1.73126,16.52284,-0.00424,-0.93315,80.14884,-9.58107,-1.77945,0.440829,,,,,,,,,,,,-9.89855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,1/1/2024,45:18.2,3,2,"Cain, Matt",7900,Right,SFG,"Connor, Roger",8363,Left,NYG,Undefined,7,Top,2,1,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.03929,-0.7158,-2.52362,1446.802,270.8339,3:00,5.92687,2.19886,5.74301,-36.2999,1.04878,13.78489,2.23474,0.99643,79.33448,-7.39596,-0.05476,0.439854,,,,,,,,,,,,-7.74615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1/1/2024,45:35.9,3,3,"Cain, Matt",7900,Right,SFG,"Connor, Roger",8363,Left,NYG,Undefined,7,Top,2,1,1,Curveball,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,86.12945,0.016395,-1.00266,2313.388,38.63409,7:15,6.16502,1.84753,5.44097,-45.7412,-7.55386,-6.95158,2.36861,0.32931,79.41378,-8.27953,-2.24243,0.444766,,,,,,,,,,,,3.23402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,1/1/2024,45:53.5,3,4,"Cain, Matt",7900,Right,SFG,"Connor, Roger",8363,Left,NYG,Undefined,7,Top,2,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,87.91875,-1.61646,-2.49014,1499.065,273.7476,3:00,5.88753,2.0594,5.47994,-36.9049,0.14803,16.96729,1.29786,1.14196,80.1462,-8.35767,0.53656,0.438109,,,,,,,,,,,,-9.32327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1/1/2024,46:09.3,3,5,"Cain, Matt",7900,Right,SFG,"Connor, Roger",8363,Left,NYG,Undefined,7,Top,2,2,2,Curveball,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,85.43719,-1.78383,-2.08609,2409.41,36.83178,7:15,6.15262,2.02316,5.48838,-45.6063,-6.68851,-5.89796,0.68167,-0.42074,78.94157,-10.0232,-3.13929,0.448999,,,,,,,,,,,,2.44138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,1/1/2024,48:33.5,1,1,"Mathewson, Christy",996,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,7,Bottom,0,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.42151,0.987795,-2.30982,2608.691,52.72792,7:45,5.25913,2.99039,5.89763,-44.9247,-5.56603,-8.9493,2.43327,0.0991,77.28743,-7.25843,-3.91512,0.451535,,,,,,,,,,,,3.91055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1/1/2024,49:01.9,1,2,"Mathewson, Christy",996,Right,NYG,"Crawford, Brandon",987,Left,SFG,Undefined,7,Bottom,0,0,1,Sinker,Sinker,InPlay,Undefined,GroundBall,Out,1,0,,96.19667,-0.85917,-3.87041,2489.395,250.5469,2:15,5.45241,2.97191,5.94212,-24.0103,6.27,14.96828,2.65272,0.62365,87.67794,-5.32887,-1.18765,0.396051,88.38134,-11.1085,9.483537,,,,,,10.08729,,,-8.81914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1/1/2024,49:32.3,2,1,"Mathewson, Christy",996,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,7,Bottom,1,0,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,85.21433,0.157177,-2.9593,2737.245,60.80409,8:00,5.27014,3.10135,6.03348,-43.4065,-4.75666,-10.7852,1.79867,-0.54014,77.812,-7.82478,-4.89727,0.447451,,,,,,,,,,,,4.6787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1/1/2024,49:44.4,2,2,"Mathewson, Christy",996,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,7,Bottom,1,0,1,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,86.23467,-0.79477,-2.42946,2741.416,67.27248,8:15,5.27532,3.01391,5.84571,-41.2805,-3.33067,-10.9125,1.096,-0.15445,78.89147,-8.3535,-4.38631,0.44338,72.83013,-15.872,168.515,,,,,1.01663,5.19634,97.7857,0.059783,4.93709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1/1/2024,50:07.2,2,3,"Mathewson, Christy",996,Right,NYG,"Cepeda, Orlando",2358,Right,SFG,Undefined,7,Bottom,1,0,2,Slider,Slider,InPlay,Undefined,Popup,Out,1,0,,85.62608,0.980834,-2.08279,2716.128,75.17191,8:30,5.30026,3.02635,5.83011,-41.0642,-2.3774,-13.9779,2.79066,-0.07537,77.68148,-6.58384,-4.58564,0.447665,70.48201,77.36482,9.375181,,,,,,19.32954,,,6.51059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1/1/2024,50:41.4,3,1,"Mathewson, Christy",996,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,7,Bottom,2,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.29401,-0.34864,-2.66144,2736.657,64.35163,8:15,5.36163,2.96698,5.87315,-45.2776,-5.9152,-15.3522,1.26432,-0.78606,76.98997,-8.65945,-5.41409,0.451557,,,,,,,,,,,,6.97721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,1/1/2024,50:54.8,3,2,"Mathewson, Christy",996,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,7,Bottom,2,1,0,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,94.93284,0.910796,-3.12394,2417.818,213.9544,1:15,5.44471,3.00529,6.13288,-22.0186,8.92331,5.32107,4.45296,0.55853,86.1036,-3.23434,-2.167,0.400355,,,,,,,,,,,,-3.63437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,1/1/2024,51:09.6,3,3,"Mathewson, Christy",996,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,7,Bottom,2,2,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,84.74598,-0.94922,-2.61911,2712.169,76.45906,8:30,5.37345,2.89307,6.07894,-41.8724,-2.42725,-15.9956,1.00488,-0.86478,76.76215,-8.66667,-5.49823,0.452031,,,,,,,,,,,,7.40945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1/1/2024,51:30.1,3,4,"Mathewson, Christy",996,Right,NYG,"Posey, Buster",1439,Right,SFG,Undefined,7,Bottom,2,2,1,Slider,Slider,InPlay,Undefined,FlyBall,Out,1,0,,84.56445,1.605144,-1.47309,2717.986,79.05568,8:45,5.2997,2.84996,6.00386,-41.326,-1.75945,-16.375,3.34393,0.12026,76.30454,-6.05651,-4.41543,0.452726,95.70857,35.68059,-16.8868,3980.179,105.5013,77.30546,-31.1363,349.0658,349.0658,-15.4631,5.661694,7.9178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,1/1/2024,53:32.3,1,1,"Cain, Matt",7900,Right,SFG,"Davis, George",7210,Left,NYG,Undefined,8,Top,0,0,0,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.7454,-2.28479,-3.97696,1596.085,261.6182,2:45,5.94105,2.28995,5.6763,-32.1608,4.31362,20.16359,1.12477,0.25686,80.20237,-8.21749,-0.37531,0.434676,,,,,,,,,,,,-11.6151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,1/1/2024,53:45.6,1,2,"Cain, Matt",7900,Right,SFG,"Davis, George",7210,Left,NYG,Undefined,8,Top,0,0,1,ChangeUp,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,87.93482,-2.23356,-3.45308,1501.967,272.7616,3:00,5.91985,2.15727,5.6967,-36.484,0.43689,17.77245,0.79329,0.41659,79.98456,-8.92111,-0.27265,0.437328,,,,,,,,,,,,-10.2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,1/1/2024,54:06.3,1,3,"Cain, Matt",7900,Right,SFG,"Davis, George",7210,Left,NYG,Undefined,8,Top,0,0,2,ChangeUp,Changeup,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,89.75883,-2.0185,-3.23055,1311.876,276.7271,3:15,5.99887,2.12144,5.92012,-36.1189,-0.80728,17.80651,1.11209,0.60428,81.16279,-8.67682,-0.02987,0.427691,,,,,,,,,,,,-10.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,1/1/2024,54:35.7,2,1,"Cain, Matt",7900,Right,SFG,"Ott, Mel",5300,Left,NYG,Undefined,8,Top,1,0,0,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,85.96739,0.686302,-1.96581,2332.991,60.06045,8:00,6.09945,1.87977,5.5843,-42.8656,-4.32177,-9.71056,3.16862,-0.76589,78.36856,-7.15151,-3.69837,0.446837,,,,,,,,,,,,4.31788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,1/1/2024,54:50.0,2,2,"Cain, Matt",7900,Right,SFG,"Ott, Mel",5300,Left,NYG,Undefined,8,Top,1,1,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.0055,-2.19435,-3.63888,1756.003,251.9877,2:30,6.02096,2.01843,5.54409,-29.1646,7.07398,17.81477,1.53474,0.09776,80.74264,-7.57571,-0.46486,0.433269,,,,,,,,,,,,-10.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1/1/2024,55:06.0,2,3,"Cain, Matt",7900,Right,SFG,"Ott, Mel",5300,Left,NYG,Undefined,8,Top,1,1,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,98.52249,-1.86345,-3.14211,2299.29,208.8263,1:00,6.27981,1.79597,5.74149,-12.2955,16.93229,8.76678,3.51692,-0.40198,89.24264,-4.2308,-1.57649,0.389107,,,,,,,,,,,,-5.37225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1/1/2024,55:22.3,2,4,"Cain, Matt",7900,Right,SFG,"Ott, Mel",5300,Left,NYG,Undefined,8,Top,1,2,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,89.735,-3.03707,-2.67345,1552.945,242.3796,2:00,5.92835,1.94145,6.0735,-25.3393,9.36591,15.69276,1.00086,0.77366,81.996,-7.75667,0.153886,0.424003,,,,,,,,,,,,-8.93378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,1/1/2024,55:38.7,2,5,"Cain, Matt",7900,Right,SFG,"Ott, Mel",5300,Left,NYG,Undefined,8,Top,1,3,1,Curveball,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.47494,0.581336,-1.73611,2284.127,70.73284,8:15,6.10214,1.8965,5.3414,-40.8969,-1.69012,-8.43843,3.23967,-0.43579,78.11145,-6.87262,-3.23502,0.450663,,,,,,,,,,,,3.71768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,1/1/2024,56:05.7,2,6,"Cain, Matt",7900,Right,SFG,"Ott, Mel",5300,Left,NYG,Undefined,8,Top,1,3,2,ChangeUp,Changeup,BallinDirt,Walk,Undefined,Undefined,0,0,,88.22099,-2.35177,-2.46398,1434.022,286.5363,3:30,5.9213,2.06261,5.6191,-39.9462,-3.17843,15.01174,0.39445,1.01273,80.3774,-9.63356,0.22374,0.436421,,,,,,,,,,,,-8.50048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,1/1/2024,56:37.9,3,1,"Cain, Matt",7900,Right,SFG,"Irvin, Monte",9208,Right,NYG,Undefined,8,Top,1,0,0,Curveball,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,85.55906,-0.12275,-0.95078,2340.546,32.63874,7:00,6.05923,1.74407,5.595,-44.9396,-6.42638,-4.86461,2.19965,0.45091,78.80686,-8.30341,-1.82095,0.446659,,,,,,,,,,,,2.21669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,1/1/2024,56:54.3,3,2,"Cain, Matt",7900,Right,SFG,"Irvin, Monte",9208,Right,NYG,Undefined,8,Top,1,0,1,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,97.40433,-1.35272,-2.68414,2501.92,197.7599,12:30,6.29966,1.48573,5.83876,-12.6383,16.89623,5.11217,3.98765,-0.5847,88.90243,-3.77489,-1.7691,0.391144,,,,,,,,,,,,-3.34957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1/1/2024,57:36.6,3,3,"Cain, Matt",7900,Right,SFG,"Irvin, Monte",9208,Right,NYG,Undefined,8,Top,1,1,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.96422,1.469098,-1.81158,1972.754,30.83076,7:00,6.03955,1.7983,5.54375,-46.8147,-7.62221,-5.26233,3.51224,-0.33378,78.00264,-7.0594,-2.74999,0.450581,,,,,,,,,,,,2.15091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,1/1/2024,58:06.2,3,4,"Cain, Matt",7900,Right,SFG,"Irvin, Monte",9208,Right,NYG,Undefined,8,Top,1,1,2,Curveball,Curveball,BallCalled,Undefined,Undefined,StolenBase,0,0,,84.48321,-0.75135,-3.4617,2332.661,45.89767,7:30,6.0515,1.40411,5.57707,-47.1817,-7.28721,-8.81615,1.41665,-2.56758,77.69138,-9.30284,-5.03301,0.454598,,,,,,,,,,,,3.43579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,1/1/2024,58:51.6,3,5,"Cain, Matt",7900,Right,SFG,"Irvin, Monte",9208,Right,NYG,Undefined,8,Top,1,2,2,Curveball,Slider,InPlay,Undefined,FlyBall,Out,1,0,,85.2095,-1.49493,-1.48673,2298.008,61.37122,8:00,6.07686,1.56431,5.23951,-42.1682,-3.03914,-7.58993,1.15704,-0.4658,79.19734,-9.09116,-2.8355,0.450216,88.48814,30.35929,-10.4467,3167.156,108.1096,57.60892,-20.3057,343.215,337.937,-10.8662,4.988225,3.4678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,1/1/2024,59:33.4,4,1,"Cain, Matt",7900,Right,SFG,"Youngs, Ross",2050,Left,NYG,Undefined,8,Top,2,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.77992,-0.8173,-3.43972,1496.328,271.9974,3:00,5.97387,1.93581,5.54278,-34.574,0.56146,15.23461,2.32745,-0.01311,82.38706,-7.13847,-0.72496,0.426623,,,,,,,,,,,,-8.67882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,1/1/2024,59:49.7,4,2,"Cain, Matt",7900,Right,SFG,"Youngs, Ross",2050,Left,NYG,Undefined,8,Top,2,0,1,Curveball,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.74709,0.047497,-2.00265,2317.288,30.17933,7:00,6.04033,1.91782,5.50521,-49.0503,-9.35563,-6.18359,1.99725,-0.47114,77.65863,-8.85909,-3.10605,0.453458,,,,,,,,,,,,2.5454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,1/1/2024,00:10.0,4,3,"Cain, Matt",7900,Right,SFG,"Youngs, Ross",2050,Left,NYG,Undefined,8,Top,2,0,2,ChangeUp,Changeup,FoulBall,Undefined,Undefined,Undefined,0,0,,89.40749,-2.15004,-3.61908,1706.678,234.1442,1:45,5.91011,2.18632,5.78882,-24.7101,10.29784,12.78158,1.84591,-0.11972,82.31906,-6.72686,-1.33334,0.425848,,,,,,,,,,,,-7.53579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,1/1/2024,00:34.2,4,4,"Cain, Matt",7900,Right,SFG,"Youngs, Ross",2050,Left,NYG,Undefined,8,Top,2,0,2,Curveball,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,,84.42739,0.224319,-1.65893,2298.484,48.27475,7:30,6.13223,1.88653,5.59003,-45.2336,-5.50292,-7.56981,2.57231,-0.29371,77.47037,-8.02226,-3.01122,0.453664,24.94504,11.52308,85.56979,3546.121,,,,28.91386,27.70897,69.94934,0.939396,3.37945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,1/1/2024,00:57.7,4,5,"Cain, Matt",7900,Right,SFG,"Youngs, Ross",2050,Left,NYG,Undefined,8,Top,2,0,2,Fastball,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,96.03406,0.04859,-1.69416,2449.023,199.0318,12:45,6.19002,1.9314,6.04997,-17.1128,12.94339,4.14473,4.80895,0.70805,87.73813,-3.19241,-0.9485,0.394583,,,,,,,,,,,,-2.5976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,1/1/2024,01:16.9,4,6,"Cain, Matt",7900,Right,SFG,"Youngs, Ross",2050,Left,NYG,Undefined,8,Top,2,1,2,Curveball,Curveball,FoulBall,Undefined,Undefined,Undefined,0,0,,85.35139,-1.20534,-1.46187,2423.334,34.90597,7:15,6.08826,1.90146,5.72096,-47.0238,-8.68315,-6.81607,1.04638,-0.02849,79.34421,-9.73014,-2.68516,0.445657,,,,,,,,,,,,3.13146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,1/1/2024,01:41.3,4,7,"Cain, Matt",7900,Right,SFG,"Youngs, Ross",2050,Left,NYG,Undefined,8,Top,2,1,2,ChangeUp,Changeup,InPlay,Undefined,LineDrive,Triple,0,1,,89.62268,-2.00843,-3.542,1545.03,249.5157,2:15,5.87654,1.9173,5.91519,-28.1672,6.54697,14.68284,1.661,-0.1505,82.4666,-7.21325,-0.90828,0.424058,107.99,9.588579,10.82787,1319.559,107.7751,13.70951,22.01188,253.8329,252.1164,12.41977,2.031801,-8.54158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,1/1/2024,02:31.1,5,1,"Cain, Matt",7900,Right,SFG,"Doyle, Larry",932,Left,NYG,Undefined,8,Top,2,0,0,ChangeUp,Changeup,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.72879,-0.09607,-3.75078,1457.702,266.5564,3:00,5.90282,2.04422,5.59704,-34.097,1.8902,12.43111,2.97152,-0.42662,81.15609,-6.3537,-1.53623,0.431763,,,,,,,,,,,,-7.34595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,1/1/2024,02:46.5,5,2,"Cain, Matt",7900,Right,SFG,"Doyle, Larry",932,Left,NYG,Undefined,8,Top,2,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,98.14849,-1.9841,-2.57595,2419.737,203.4746,12:45,6.14111,1.92584,6.15392,-10.3101,18.50245,7.62819,3.44625,0.18002,89.38941,-4.00114,-1.20209,0.386334,80.68408,30.75788,-157.229,3122.727,,,,,51.96149,,,-4.67859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,1/1/2024,03:08.3,5,3,"Cain, Matt",7900,Right,SFG,"Doyle, Larry",932,Left,NYG,Undefined,8,Top,2,0,2,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,97.34986,-2.25504,-2.09753,2501.273,188.6862,12:15,6.17315,1.73641,6.27139,-9.08544,20.17438,2.93146,3.33477,0.04624,88.36873,-4.06258,-1.56827,0.389321,73.79684,67.7958,-110.654,4849.828,,,,,15.14404,,,-2.15102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,1/1/2024,03:29.7,5,4,"Cain, Matt",7900,Right,SFG,"Doyle, Larry",932,Left,NYG,Undefined,8,Top,2,0,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,88.75295,-1.15939,-1.58159,1533.498,235.0339,1:45,5.866,2.13771,5.79805,-28.16,7.84666,9.40894,2.44043,1.45038,80.37786,-6.40131,0.105427,0.43188,,,,,,,,,,,,-5.25906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,1/1/2024,03:49.4,5,5,"Cain, Matt",7900,Right,SFG,"Doyle, Larry",932,Left,NYG,Undefined,8,Top,2,1,2,Curveball,Slider,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,84.55087,-0.76986,-0.59342,2515.413,42.47901,7:30,6.19156,1.77062,5.4165,-46.835,-7.02725,-7.56504,1.5674,0.58428,77.86393,-9.25336,-1.94336,0.454103,,,,,,,,,,,,3.67126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1/1/2024,05:51.8,1,1,"Wiltse, Hooks",9359,Left,NYG,"Sandoval, Pablo",1269,Right,SFG,Undefined,8,Bottom,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,84.49929,2.59092,-0.23092,2339.892,278.5007,3:15,5.34262,-1.45063,5.31861,-39.7166,0.03358,7.49552,4.46608,-1.04272,77.63206,-4.65555,1.09961,0.453776,,,,,,,,,,,,-3.79189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,1/1/2024,06:11.9,1,2,"Wiltse, Hooks",9359,Left,NYG,"Sandoval, Pablo",1269,Right,SFG,Undefined,8,Bottom,0,1,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.92223,-1.68315,0.798938,2056.324,172.4879,11:45,5.47449,-1.09435,5.90657,-14.4152,17.88525,-2.22417,2.71031,-0.53807,84.96067,-4.43739,0.399636,0.409049,,,,,,,,,,,,1.35913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,1/1/2024,06:28.5,1,3,"Wiltse, Hooks",9359,Left,NYG,"Sandoval, Pablo",1269,Right,SFG,Undefined,8,Bottom,0,1,1,Fastball,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,93.77293,-2.37552,1.223029,1906.768,169.2275,11:45,5.4144,-1.09369,5.97446,-14.9063,16.44363,-2.9587,1.96828,-0.20631,86.65435,-5.1925,0.691195,0.402986,33.69398,-40.7193,66.60138,,,,,4.89936,4.32128,28.20042,0.064091,1.83437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1/1/2024,07:00.4,2,1,"Wiltse, Hooks",9359,Left,NYG,"McCovey, Willie",7363,Left,SFG,Undefined,8,Bottom,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,84.26612,-0.49534,1.152824,2249.675,279.1903,3:15,5.29609,-1.40641,5.40562,-39.5027,-0.01114,6.55634,1.53999,0.22024,78.52126,-7.65949,2.320403,0.452297,,,,,,,,,,,,-3.0761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,1/1/2024,07:12.9,2,2,"Wiltse, Hooks",9359,Left,NYG,"McCovey, Willie",7363,Left,SFG,Undefined,8,Bottom,1,0,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,83.66573,-1.14705,0.630021,2351.993,292.5501,3:45,5.26676,-1.42977,5.55982,-41.9153,-2.08272,7.55646,0.70197,-0.21144,78.1396,-8.74553,1.981222,0.454245,,,,,,,,,,,,-3.75343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1/1/2024,07:31.7,2,3,"Wiltse, Hooks",9359,Left,NYG,"McCovey, Willie",7363,Left,SFG,Undefined,8,Bottom,1,0,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,94.63202,-1.42889,2.264824,2118.19,165.7031,11:30,5.41347,-0.99456,6.4142,-14.3092,16.28678,-3.90406,2.90609,0.76334,86.44607,-4.18332,1.557998,0.39811,,,,,,,,,,,,2.66205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
